x,z,elevation
-1147.96,-229.59,97.56
-1096.94,-229.59,97.25
-1045.92,-229.59,96.96
-994.9,-229.59,96.69
-943.88,-229.59,96.46
-892.86,-229.59,96.26
-841.84,-229.59,96.09
-790.82,-229.59,95.97
-739.8,-229.59,95.89
-688.78,-229.59,95.86
-637.76,-229.59,95.88
-586.73,-229.59,95.95
-535.71,-229.59,96.06
-484.69,-229.59,96.22
-433.67,-229.59,96.43
-382.65,-229.59,96.68
-331.63,-229.59,96.97
-280.61,-229.59,97.3
-229.59,-229.59,97.66
-178.57,-229.59,98.04
-127.55,-229.59,98.45
-76.53,-229.59,98.87
-25.51,-229.59,99.3
25.51,-229.59,99.73
76.53,-229.59,100.16
127.55,-229.59,100.58
178.57,-229.59,100.99
229.59,-229.59,101.37
280.61,-229.59,101.73
331.63,-229.59,102.06
382.65,-229.59,102.35
433.67,-229.59,102.6
484.69,-229.59,102.81
535.71,-229.59,102.97
586.73,-229.59,103.09
637.76,-229.59,103.15
688.78,-229.59,103.17
739.8,-229.59,103.14
790.82,-229.59,103.06
841.84,-229.59,102.94
892.86,-229.59,102.78
943.88,-229.59,102.57
994.9,-229.59,102.34
1045.92,-229.59,102.07
1096.94,-229.59,101.78
1147.96,-229.59,101.47
1198.98,-229.59,101.15
1250.0,-229.59,100.82
-1250.0,-178.57,98.37
-1198.98,-178.57,98.04
-1147.96,-178.57,97.71
-1096.94,-178.57,97.4
-1045.92,-178.57,97.11
-994.9,-178.57,96.85
-943.88,-178.57,96.61
-892.86,-178.57,96.41
-841.84,-178.57,96.24
-790.82,-178.57,96.12
-739.8,-178.57,96.04
-688.78,-178.57,96.01
-637.76,-178.57,96.03
-586.73,-178.57,96.1
-535.71,-178.57,96.21
-484.69,-178.57,96.37
-433.67,-178.57,96.58
-382.65,-178.57,96.83
-331.63,-178.57,97.12
-280.61,-178.57,97.45
-229.59,-178.57,97.81
-178.57,-178.57,98.19
-127.55,-178.57,98.6
-76.53,-178.57,99.02
-25.51,-178.57,99.45
25.51,-178.57,99.88
76.53,-178.57,100.31
127.55,-178.57,100.73
178.57,-178.57,101.14
229.59,-178.57,101.52
280.61,-178.57,101.88
331.63,-178.57,102.21
382.65,-178.57,102.5
433.67,-178.57,102.75
484.69,-178.57,102.96
535.71,-178.57,103.12
586.73,-178.57,103.24
637.76,-178.57,103.3
688.78,-178.57,103.32
739.8,-178.57,103.29
790.82,-178.57,103.21
841.84,-178.57,103.09
892.86,-178.57,102.93
943.88,-178.57,102.72
994.9,-178.57,102.49
1045.92,-178.57,102.22
1096.94,-178.57,101.93
1147.96,-178.57,101.62
1198.98,-178.57,101.3
1250.0,-178.57,100.97
-1250.0,-127.55,98.49
-1198.98,-127.55,98.16
-1147.96,-127.55,97.84
-1096.94,-127.55,97.53
-1045.92,-127.55,97.24
-994.9,-127.55,96.97
-943.88,-127.55,96.73
-892.86,-127.55,96.53
-841.84,-127.55,96.37
-790.82,-127.55,96.25
-739.8,-127.55,96.17
-688.78,-127.55,96.14
-637.76,-127.55,96.16
-586.73,-127.55,96.22
-535.71,-127.55,96.34
-484.69,-127.55,96.5
-433.67,-127.55,96.71
-382.65,-127.55,96.96
-331.63,-127.55,97.25
-280.61,-127.55,97.58
-229.59,-127.55,97.93
-178.57,-127.55,98.32
-127.55,-127.55,98.72
-76.53,-127.55,99.15
-25.51,-127.55,99.58
25.51,-127.55,100.01
76.53,-127.55,100.44
127.55,-127.55,100.86
178.57,-127.55,101.27
229.59,-127.55,101.65
280.61,-127.55,102.01
331.63,-127.55,102.34
382.65,-127.55,102.63
433.67,-127.55,102.88
484.69,-127.55,103.09
535.71,-127.55,103.25
586.73,-127.55,103.36
637.76,-127.55,103.43
688.78,-127.55,103.45
739.8,-127.55,103.42
790.82,-127.55,103.34
841.84,-127.55,103.22
892.86,-127.55,103.05
943.88,-127.55,102.85
994.9,-127.55,102.61
1045.92,-127.55,102.35
1096.94,-127.55,102.06
1147.96,-127.55,101.75
1198.98,-127.55,101.42
1250.0,-127.55,101.09
-1250.0,-76.53,98.59
-1198.98,-76.53,98.26
-1147.96,-76.53,97.94
-1096.94,-76.53,97.63
-1045.92,-76.53,97.34
-994.9,-76.53,97.07
-943.88,-76.53,96.84
-892.86,-76.53,96.63
-841.84,-76.53,96.47
-790.82,-76.53,96.35
-739.8,-76.53,96.27
-688.78,-76.53,96.24
-637.76,-76.53,96.26
-586.73,-76.53,96.32
-535.71,-76.53,96.44
-484.69,-76.53,96.6
-433.67,-76.53,96.81
-382.65,-76.53,97.06
-331.63,-76.53,97.35
-280.61,-76.53,97.68
-229.59,-76.53,98.04
-178.57,-76.53,98.42
-127.55,-76.53,98.83
-76.53,-76.53,99.25
-25.51,-76.53,99.68
25.51,-76.53,100.11
76.53,-76.53,100.54
127.55,-76.53,100.96
178.57,-76.53,101.37
229.59,-76.53,101.75
280.61,-76.53,102.11
331.63,-76.53,102.44
382.65,-76.53,102.73
433.67,-76.53,102.98
484.69,-76.53,103.19
535.71,-76.53,103.35
586.73,-76.53,103.47
637.76,-76.53,103.53
688.78,-76.53,103.55
739.8,-76.53,103.52
790.82,-76.53,103.44
841.84,-76.53,103.32
892.86,-76.53,103.15
943.88,-76.53,102.95
994.9,-76.53,102.72
1045.92,-76.53,102.45
1096.94,-76.53,102.16
1147.96,-76.53,101.85
1198.98,-76.53,101.52
1250.0,-76.53,101.19
-1250.0,-25.51,98.67
-1198.98,-25.51,98.34
-1147.96,-25.51,98.02
-1096.94,-25.51,97.71
-1045.92,-25.51,97.42
-994.9,-25.51,97.15
-943.88,-25.51,96.91
-892.86,-25.51,96.71
-841.84,-25.51,96.55
-790.82,-25.51,96.42
-739.8,-25.51,96.35
-688.78,-25.51,96.32
-637.76,-25.51,96.33
-586.73,-25.51,96.4
-535.71,-25.51,96.52
-484.69,-25.51,96.68
-433.67,-25.51,96.89
-382.65,-25.51,97.14
-331.63,-25.51,97.43
-280.61,-25.51,97.75
-229.59,-25.51,98.11
-178.57,-25.51,98.5
-127.55,-25.51,98.9
-76.53,-25.51,99.32
-25.51,-25.51,99.75
25.51,-25.51,100.19
76.53,-25.51,100.62
127.55,-25.51,101.04
178.57,-25.51,101.45
229.59,-25.51,101.83
280.61,-25.51,102.19
331.63,-25.51,102.51
382.65,-25.51,102.81
433.67,-25.51,103.06
484.69,-25.51,103.26
535.71,-25.51,103.43
586.73,-25.51,103.54
637.76,-25.51,103.61
688.78,-25.51,103.63
739.8,-25.51,103.6
790.82,-25.51,103.52
841.84,-25.51,103.4
892.86,-25.51,103.23
943.88,-25.51,103.03
994.9,-25.51,102.79
1045.92,-25.51,102.53
1096.94,-25.51,102.23
1147.96,-25.51,101.92
1198.98,-25.51,101.6
1250.0,-25.51,101.27
-1250.0,25.51,98.72
-1198.98,25.51,98.39
-1147.96,25.51,98.07
-1096.94,25.51,97.76
-1045.92,25.51,97.47
-994.9,25.51,97.2
-943.88,25.51,96.96
-892.86,25.51,96.76
-841.84,25.51,96.6
-790.82,25.51,96.48
-739.8,25.51,96.4
-688.78,25.51,96.37
-637.76,25.51,96.39
-586.73,25.51,96.45
-535.71,25.51,96.57
-484.69,25.51,96.73
-433.67,25.51,96.94
-382.65,25.51,97.19
-331.63,25.51,97.48
-280.61,25.51,97.81
-229.59,25.51,98.16
-178.57,25.51,98.55
-127.55,25.51,98.95
-76.53,25.51,99.38
-25.51,25.51,99.81
25.51,25.51,100.24
76.53,25.51,100.67
127.55,25.51,101.09
178.57,25.51,101.5
229.59,25.51,101.88
280.61,25.51,102.24
331.63,25.51,102.57
382.65,25.51,102.86
433.67,25.51,103.11
484.69,25.51,103.32
535.71,25.51,103.48
586.73,25.51,103.59
637.76,25.51,103.66
688.78,25.51,103.68
739.8,25.51,103.65
790.82,25.51,103.57
841.84,25.51,103.45
892.86,25.51,103.28
943.88,25.51,103.08
994.9,25.51,102.84
1045.92,25.51,102.58
1096.94,25.51,102.29
1147.96,25.51,101.98
1198.98,25.51,101.65
1250.0,25.51,101.32
-1250.0,76.53,98.75
-1198.98,76.53,98.42
-1147.96,76.53,98.09
-1096.94,76.53,97.78
-1045.92,76.53,97.49
-994.9,76.53,97.23
-943.88,76.53,96.99
-892.86,76.53,96.79
-841.84,76.53,96.62
-790.82,76.53,96.5
-739.8,76.53,96.42
-688.78,76.53,96.39
-637.76,76.53,96.41
-586.73,76.53,96.48
-535.71,76.53,96.59
-484.69,76.53,96.75
-433.67,76.53,96.96
-382.65,76.53,97.21
-331.63,76.53,97.5
-280.61,76.53,97.83
-229.59,76.53,98.19
-178.57,76.53,98.57
-127.55,76.53,98.98
-76.53,76.53,99.4
-25.51,76.53,99.83
25.51,76.53,100.26
76.53,76.53,100.69
127.55,76.53,101.12
178.57,76.53,101.52
229.59,76.53,101.91
280.61,76.53,102.26
331.63,76.53,102.59
382.65,76.53,102.88
433.67,76.53,103.13
484.69,76.53,103.34
535.71,76.53,103.5
586.73,76.53,103.62
637.76,76.53,103.68
688.78,76.53,103.7
739.8,76.53,103.67
790.82,76.53,103.59
841.84,76.53,103.47
892.86,76.53,103.31
943.88,76.53,103.11
994.9,76.53,102.87
1045.92,76.53,102.6
1096.94,76.53,102.31
1147.96,76.53,102.0
1198.98,76.53,101.68
1250.0,76.53,101.35
-1250.0,127.55,98.75
-1198.98,127.55,98.42
-1147.96,127.55,98.09
-1096.94,127.55,97.78
-1045.92,127.55,97.49
-994.9,127.55,97.23
-943.88,127.55,96.99
-892.86,127.55,96.79
-841.84,127.55,96.62
-790.82,127.55,96.5
-739.8,127.55,96.42
-688.78,127.55,96.39
-637.76,127.55,96.41
-586.73,127.55,96.48
-535.71,127.55,96.59
-484.69,127.55,96.75
-433.67,127.55,96.96
-382.65,127.55,97.21
-331.63,127.55,97.5
-280.61,127.55,97.83
-229.59,127.55,98.19
-178.57,127.55,98.57
-127.55,127.55,98.98
-76.53,127.55,99.4
-25.51,127.55,99.83
25.51,127.55,100.26
76.53,127.55,100.69
127.55,127.55,101.12
178.57,127.55,101.52
229.59,127.55,101.91
280.61,127.55,102.26
331.63,127.55,102.59
382.65,127.55,102.88
433.67,127.55,103.13
484.69,127.55,103.34
535.71,127.55,103.5
586.73,127.55,103.62
637.76,127.55,103.68
688.78,127.55,103.7
739.8,127.55,103.67
790.82,127.55,103.59
841.84,127.55,103.47
892.86,127.55,103.31
943.88,127.55,103.11
994.9,127.55,102.87
1045.92,127.55,102.6
1096.94,127.55,102.31
1147.96,127.55,102.0
1198.98,127.55,101.68
1250.0,127.55,101.35
-1250.0,178.57,98.72
-1198.98,178.57,98.39
-1147.96,178.57,98.07
-1096.94,178.57,97.76
-1045.92,178.57,97.47
-994.9,178.57,97.2
-943.88,178.57,96.97
-892.86,178.57,96.76
-841.84,178.57,96.6
-790.82,178.57,96.48
-739.8,178.57,96.4
-688.78,178.57,96.37
-637.76,178.57,96.39
-586.73,178.57,96.45
-535.71,178.57,96.57
-484.69,178.57,96.73
-433.67,178.57,96.94
-382.65,178.57,97.19
-331.63,178.57,97.48
-280.61,178.57,97.81
-229.59,178.57,98.16
-178.57,178.57,98.55
-127.55,178.57,98.96
-76.53,178.57,99.38
-25.51,178.57,99.81
25.51,178.57,100.24
76.53,178.57,100.67
127.55,178.57,101.09
178.57,178.57,101.5
229.59,178.57,101.88
280.61,178.57,102.24
331.63,178.57,102.57
382.65,178.57,102.86
433.67,178.57,103.11
484.69,178.57,103.32
535.71,178.57,103.48
586.73,178.57,103.59
637.76,178.57,103.66
688.78,178.57,103.68
739.8,178.57,103.65
790.82,178.57,103.57
841.84,178.57,103.45
892.86,178.57,103.28
943.88,178.57,103.08
994.9,178.57,102.84
1045.92,178.57,102.58
1096.94,178.57,102.29
1147.96,178.57,101.98
1198.98,178.57,101.65
1250.0,178.57,101.32
-1250.0,229.59,98.68
-1198.98,229.59,98.34
-1147.96,229.59,98.02
-1096.94,229.59,97.71
-1045.92,229.59,97.42
-994.9,229.59,97.15
-943.88,229.59,96.92
-892.86,229.59,96.71
-841.84,229.59,96.55
-790.82,229.59,96.43
-739.8,229.59,96.35
-688.78,229.59,96.32
-637.76,229.59,96.34
-586.73,229.59,96.4
-535.71,229.59,96.52
-484.69,229.59,96.68
-433.67,229.59,96.89
-382.65,229.59,97.14
-331.63,229.59,97.43
-280.61,229.59,97.76
-229.59,229.59,98.12
-178.57,229.59,98.5
-127.55,229.59,98.91
-76.53,229.59,99.33
-25.51,229.59,99.76
25.51,229.59,100.19
76.53,229.59,100.62
127.55,229.59,101.04
178.57,229.59,101.45
229.59,229.59,101.83
280.61,229.59,102.19
331.63,229.59,102.52
382.65,229.59,102.81
433.67,229.59,103.06
484.69,229.59,103.27
535.71,229.59,103.43
586.73,229.59,103.55
637.76,229.59,103.61
688.78,229.59,103.63
739.8,229.59,103.6
790.82,229.59,103.52
841.84,229.59,103.4
892.86,229.59,103.24
943.88,229.59,103.03
994.9,229.59,102.8
1045.92,229.59,102.53
1096.94,229.59,102.24
1147.96,229.59,101.93
1198.98,229.59,101.6
1250.0,229.59,101.27
-1250.0,280.61,98.6
-1198.98,280.61,98.27
-1147.96,280.61,97.95
-1096.94,280.61,97.64
-1045.92,280.61,97.35
-994.9,280.61,97.08
-943.88,280.61,96.85
-892.86,280.61,96.64
-841.84,280.61,96.48
-790.82,280.61,96.36
-739.8,280.61,96.28
-688.78,280.61,96.25
-637.76,280.61,96.27
-586.73,280.61,96.33
-535.71,280.61,96.45
-484.69,280.61,96.61
-433.67,280.61,96.82
-382.65,280.61,97.07
-331.63,280.61,97.36
-280.61,280.61,97.69
-229.59,280.61,98.05
-178.57,280.61,98.43
-127.55,280.61,98.84
-76.53,280.61,99.26
-25.51,280.61,99.69
25.51,280.61,100.12
76.53,280.61,100.55
127.55,280.61,100.97
178.57,280.61,101.38
229.59,280.61,101.76
280.61,280.61,102.12
331.63,280.61,102.45
382.65,280.61,102.74
433.67,280.61,102.99
484.69,280.61,103.2
535.71,280.61,103.36
586.73,280.61,103.47
637.76,280.61,103.54
688.78,280.61,103.56
739.8,280.61,103.53
790.82,280.61,103.45
841.84,280.61,103.33
892.86,280.61,103.16
943.88,280.61,102.96
994.9,280.61,102.73
1045.92,280.61,102.46
1096.94,280.61,102.17
1147.96,280.61,101.86
1198.98,280.61,101.53
1250.0,280.61,101.2
-1250.0,331.63,98.51
-1198.98,331.63,98.18
-1147.96,331.63,97.86
-1096.94,331.63,97.55
-1045.92,331.63,97.26
-994.9,331.63,96.99
-943.88,331.63,96.75
-892.86,331.63,96.55
-841.84,331.63,96.39
-790.82,331.63,96.27
-739.8,331.63,96.19
-688.78,331.63,96.16
-637.76,331.63,96.18
-586.73,331.63,96.24
-535.71,331.63,96.36
-484.69,331.63,96.52
-433.67,331.63,96.73
-382.65,331.63,96.98
-331.63,331.63,97.27
-280.61,331.63,97.6
-229.59,331.63,97.95
-178.57,331.63,98.34
-127.55,331.63,98.74
-76.53,331.63,99.17
-25.51,331.63,99.6
25.51,331.63,100.03
76.53,331.63,100.46
127.55,331.63,100.88
178.57,331.63,101.29
229.59,331.63,101.67
280.61,331.63,102.03
331.63,331.63,102.36
382.65,331.63,102.65
433.67,331.63,102.9
484.69,331.63,103.11
535.71,331.63,103.27
586.73,331.63,103.38
637.76,331.63,103.45
688.78,331.63,103.47
739.8,331.63,103.44
790.82,331.63,103.36
841.84,331.63,103.24
892.86,331.63,103.07
943.88,331.63,102.87
994.9,331.63,102.63
1045.92,331.63,102.37
1096.94,331.63,102.08
1147.96,331.63,101.77
1198.98,331.63,101.44
1250.0,331.63,101.11
-1250.0,382.65,98.4
-1198.98,382.65,98.07
-1147.96,382.65,97.75
-1096.94,382.65,97.44
-1045.92,382.65,97.15
-994.9,382.65,96.88
-943.88,382.65,96.64
-892.86,382.65,96.44
-841.84,382.65,96.28
-790.82,382.65,96.16
-739.8,382.65,96.08
-688.78,382.65,96.05
-637.76,382.65,96.07
-586.73,382.65,96.13
-535.71,382.65,96.25
-484.69,382.65,96.41
-433.67,382.65,96.62
-382.65,382.65,96.87
-331.63,382.65,97.16
-280.61,382.65,97.49
-229.59,382.65,97.84
-178.57,382.65,98.23
-127.55,382.65,98.63
-76.53,382.65,99.06
-25.51,382.65,99.49
25.51,382.65,99.92
76.53,382.65,100.35
127.55,382.65,100.77
178.57,382.65,101.18
229.59,382.65,101.56
280.61,382.65,101.92
331.63,382.65,102.25
382.65,382.65,102.54
433.67,382.65,102.79
484.69,382.65,103.0
535.71,382.65,103.16
586.73,382.65,103.27
637.76,382.65,103.34
688.78,382.65,103.36
739.8,382.65,103.33
790.82,382.65,103.25
841.84,382.65,103.13
892.86,382.65,102.96
943.88,382.65,102.76
994.9,382.65,102.52
1045.92,382.65,102.26
1096.94,382.65,101.97
1147.96,382.65,101.66
1198.98,382.65,101.33
1250.0,382.65,101.0
-1250.0,433.67,98.27
-1198.98,433.67,97.94
-1147.96,433.67,97.62
-1096.94,433.67,97.31
-1045.92,433.67,97.02
-994.9,433.67,96.75
-943.88,433.67,96.52
-892.86,433.67,96.31
-841.84,433.67,96.15
-790.82,433.67,96.03
-739.8,433.67,95.95
-688.78,433.67,95.92
-637.76,433.67,95.94
-586.73,433.67,96.0
-535.71,433.67,96.12
-484.69,433.67,96.28
-433.67,433.67,96.49
-382.65,433.67,96.74
-331.63,433.67,97.03
-280.61,433.67,97.36
-229.59,433.67,97.72
-178.57,433.67,98.1
-127.55,433.67,98.51
-76.53,433.67,98.93
-25.51,433.67,99.36
25.51,433.67,99.79
76.53,433.67,100.22
127.55,433.67,100.64
178.57,433.67,101.05
229.59,433.67,101.43
280.61,433.67,101.79
331.63,433.67,102.12
382.65,433.67,102.41
433.67,433.67,102.66
484.69,433.67,102.87
535.71,433.67,103.03
586.73,433.67,103.15
637.76,433.67,103.21
688.78,433.67,103.23
739.8,433.67,103.2
790.82,433.67,103.12
841.84,433.67,103.0
892.86,433.67,102.83
943.88,433.67,102.63
994.9,433.67,102.4
1045.92,433.67,102.13
1096.94,433.67,101.84
1147.96,433.67,101.53
1198.98,433.67,101.2
1250.0,433.67,100.87
-1250.0,484.69,98.13
-1198.98,484.69,97.8
-1147.96,484.69,97.48
-1096.94,484.69,97.17
-1045.92,484.69,96.88
-994.9,484.69,96.61
-943.88,484.69,96.37
-892.86,484.69,96.17
-841.84,484.69,96.01
-790.82,484.69,95.89
-739.8,484.69,95.81
-688.78,484.69,95.78
-637.76,484.69,95.8
-586.73,484.69,95.86
-535.71,484.69,95.98
-484.69,484.69,96.14
-433.67,484.69,96.35
-382.65,484.69,96.6
-331.63,484.69,96.89
-280.61,484.69,97.22
-229.59,484.69,97.57
-178.57,484.69,97.96
-127.55,484.69,98.36
-76.53,484.69,98.79
-25.51,484.69,99.22
25.51,484.69,99.65
76.53,484.69,100.08
127.55,484.69,100.5
178.57,484.69,100.91
229.59,484.69,101.29
280.61,484.69,101.65
331.63,484.69,101.98
382.65,484.69,102.27
433.67,484.69,102.52
484.69,484.69,102.73
535.71,484.69,102.89
586.73,484.69,103.0
637.76,484.69,103.07
688.78,484.69,103.09
739.8,484.69,103.06
790.82,484.69,102.98
841.84,484.69,102.86
892.86,484.69,102.69
943.88,484.69,102.49
994.9,484.69,102.25
1045.92,484.69,101.99
1096.94,484.69,101.7
1147.96,484.69,101.39
1198.98,484.69,101.06
1250.0,484.69,100.73
-1250.0,535.71,97.98
-1198.98,535.71,97.65
-1147.96,535.71,97.33
-1096.94,535.71,97.02
-1045.92,535.71,96.72
-994.9,535.71,96.46
-943.88,535.71,96.22
-892.86,535.71,96.02
-841.84,535.71,95.85
-790.82,535.71,95.73
-739.8,535.71,95.65
-688.78,535.71,95.62
-637.76,535.71,95.64
-586.73,535.71,95.71
-535.71,535.71,95.82
-484.69,535.71,95.98
-433.67,535.71,96.19
-382.65,535.71,96.44
-331.63,535.71,96.73
-280.61,535.71,97.06
-229.59,535.71,97.42
-178.57,535.71,97.8
-127.55,535.71,98.21
-76.53,535.71,98.63
-25.51,535.71,99.06
25.51,535.71,99.49
76.53,535.71,99.93
127.55,535.71,100.35
178.57,535.71,100.75
229.59,535.71,101.14
280.61,535.71,101.49
331.63,535.71,101.82
382.65,535.71,102.11
433.67,535.71,102.36
484.69,535.71,102.57
535.71,535.71,102.73
586.73,535.71,102.85
637.76,535.71,102.92
688.78,535.71,102.93
739.8,535.71,102.9
790.82,535.71,102.82
841.84,535.71,102.7
892.86,535.71,102.54
943.88,535.71,102.34
994.9,535.71,102.1
1045.92,535.71,101.83
1096.94,535.71,101.54
1147.96,535.71,101.23
1198.98,535.71,100.91
1250.0,535.71,100.58
-1250.0,586.73,97.81
-1198.98,586.73,97.48
-1147.96,586.73,97.16
-1096.94,586.73,96.85
-1045.92,586.73,96.56
-994.9,586.73,96.29
-943.88,586.73,96.06
-892.86,586.73,95.85
-841.84,586.73,95.69
-790.82,586.73,95.57
-739.8,586.73,95.49
-688.78,586.73,95.46
-637.76,586.73,95.48
-586.73,586.73,95.54
-535.71,586.73,95.66
-484.69,586.73,95.82
-433.67,586.73,96.03
-382.65,586.73,96.28
-331.63,586.73,96.57
-280.61,586.73,96.9
-229.59,586.73,97.26
-178.57,586.73,97.64
-127.55,586.73,98.05
-76.53,586.73,98.47
-25.51,586.73,98.9
25.51,586.73,99.33
76.53,586.73,99.76
127.55,586.73,100.18
178.57,586.73,100.59
229.59,586.73,100.97
280.61,586.73,101.33
331.63,586.73,101.66
382.65,586.73,101.95
433.67,586.73,102.2
484.69,586.73,102.41
535.71,586.73,102.57
586.73,586.73,102.68
637.76,586.73,102.75
688.78,586.73,102.77
739.8,586.73,102.74
790.82,586.73,102.66
841.84,586.73,102.54
892.86,586.73,102.37
943.88,586.73,102.17
994.9,586.73,101.94
1045.92,586.73,101.67
1096.94,586.73,101.38
1147.96,586.73,101.07
1198.98,586.73,100.74
1250.0,586.73,100.41
-1250.0,637.76,97.64
-1198.98,637.76,97.31
-1147.96,637.76,96.99
-1096.94,637.76,96.68
-1045.92,637.76,96.39
-994.9,637.76,96.12
-943.88,637.76,95.89
-892.86,637.76,95.68
-841.84,637.76,95.52
-790.82,637.76,95.4
-739.8,637.76,95.32
-688.78,637.76,95.29
-637.76,637.76,95.31
-586.73,637.76,95.37
-535.71,637.76,95.49
-484.69,637.76,95.65
-433.67,637.76,95.86
-382.65,637.76,96.11
-331.63,637.76,96.4
-280.61,637.76,96.73
-229.59,637.76,97.09
-178.57,637.76,97.47
-127.55,637.76,97.88
-76.53,637.76,98.3
-25.51,637.76,98.73
25.51,637.76,99.16
76.53,637.76,99.59
127.55,637.76,100.01
178.57,637.76,100.42
229.59,637.76,100.8
280.61,637.76,101.16
331.63,637.76,101.49
382.65,637.76,101.78
433.67,637.76,102.03
484.69,637.76,102.24
535.71,637.76,102.4
586.73,637.76,102.51
637.76,637.76,102.58
688.78,637.76,102.6
739.8,637.76,102.57
790.82,637.76,102.49
841.84,637.76,102.37
892.86,637.76,102.2
943.88,637.76,102.0
994.9,637.76,101.76
1045.92,637.76,101.5
1096.94,637.76,101.21
1147.96,637.76,100.9
1198.98,637.76,100.57
1250.0,637.76,100.24
-1250.0,688.78,97.47
-1198.98,688.78,97.14
-1147.96,688.78,96.82
-1096.94,688.78,96.51
-1045.92,688.78,96.21
-994.9,688.78,95.95
-943.88,688.78,95.71
-892.86,688.78,95.51
-841.84,688.78,95.34
-790.82,688.78,95.22
-739.8,688.78,95.15
-688.78,688.78,95.11
-637.76,688.78,95.13
-586.73,688.78,95.2
-535.71,688.78,95.31
-484.69,688.78,95.48
-433.67,688.78,95.68
-382.65,688.78,95.93
-331.63,688.78,96.23
-280.61,688.78,96.55
-229.59,688.78,96.91
-178.57,688.78,97.3
-127.55,688.78,97.7
-76.53,688.78,98.12
-25.51,688.78,98.55
25.51,688.78,98.99
76.53,688.78,99.42
127.55,688.78,99.84
178.57,688.78,100.24
229.59,688.78,100.63
280.61,688.78,100.99
331.63,688.78,101.31
382.65,688.78,101.6
433.67,688.78,101.85
484.69,688.78,102.06
535.71,688.78,102.22
586.73,688.78,102.34
637.76,688.78,102.41
688.78,688.78,102.42
739.8,688.78,102.39
790.82,688.78,102.32
841.84,688.78,102.19
892.86,688.78,102.03
943.88,688.78,101.83
994.9,688.78,101.59
1045.92,688.78,101.32
1096.94,688.78,101.03
1147.96,688.78,100.72
1198.98,688.78,100.4
1250.0,688.78,100.07
-1250.0,739.8,97.29
-1198.98,739.8,96.96
-1147.96,739.8,96.64
-1096.94,739.8,96.33
-1045.92,739.8,96.04
-994.9,739.8,95.77
-943.88,739.8,95.54
-892.86,739.8,95.33
-841.84,739.8,95.17
-790.82,739.8,95.05
-739.8,739.8,94.97
-688.78,739.8,94.94
-637.76,739.8,94.96
-586.73,739.8,95.02
-535.71,739.8,95.14
-484.69,739.8,95.3
-433.67,739.8,95.51
-382.65,739.8,95.76
-331.63,739.8,96.05
-280.61,739.8,96.38
-229.59,739.8,96.74
-178.57,739.8,97.12
-127.55,739.8,97.53
-76.53,739.8,97.95
-25.51,739.8,98.38
25.51,739.8,98.81
76.53,739.8,99.24
127.55,739.8,99.66
178.57,739.8,100.07
229.59,739.8,100.45
280.61,739.8,100.81
331.63,739.8,101.14
382.65,739.8,101.43
433.67,739.8,101.68
484.69,739.8,101.89
535.71,739.8,102.05
586.73,739.8,102.16
637.76,739.8,102.23
688.78,739.8,102.25
739.8,739.8,102.22
790.82,739.8,102.14
841.84,739.8,102.02
892.86,739.8,101.85
943.88,739.8,101.65
994.9,739.8,101.41
1045.92,739.8,101.15
1096.94,739.8,100.86
1147.96,739.8,100.55
1198.98,739.8,100.22
1250.0,739.8,99.89
-1250.0,790.82,97.12
-1198.98,790.82,96.79
-1147.96,790.82,96.47
-1096.94,790.82,96.16
-1045.92,790.82,95.87
-994.9,790.82,95.6
-943.88,790.82,95.36
-892.86,790.82,95.16
-841.84,790.82,95.0
-790.82,790.82,94.87
-739.8,790.82,94.8
-688.78,790.82,94.77
-637.76,790.82,94.78
-586.73,790.82,94.85
-535.71,790.82,94.96
-484.69,790.82,95.13
-433.67,790.82,95.33
-382.65,790.82,95.59
-331.63,790.82,95.88
-280.61,790.82,96.2
-229.59,790.82,96.56
-178.57,790.82,96.95
-127.55,790.82,97.35
-76.53,790.82,97.77
-25.51,790.82,98.2
25.51,790.82,98.64
76.53,790.82,99.07
127.55,790.82,99.49
178.57,790.82,99.89
229.59,790.82,100.28
280.61,790.82,100.64
331.63,790.82,100.96
382.65,790.82,101.25
433.67,790.82,101.51
484.69,790.82,101.71
535.71,790.82,101.88
586.73,790.82,101.99
637.76,790.82,102.06
688.78,790.82,102.07
739.8,790.82,102.04
790.82,790.82,101.97
841.84,790.82,101.84
892.86,790.82,101.68
943.88,790.82,101.48
994.9,790.82,101.24
1045.92,790.82,100.97
1096.94,790.82,100.68
1147.96,790.82,100.37
1198.98,790.82,100.05
1250.0,790.82,99.72
-1250.0,841.84,96.95
-1198.98,841.84,96.62
-1147.96,841.84,96.3
-1096.94,841.84,95.99
-1045.92,841.84,95.7
-994.9,841.84,95.43
-943.88,841.84,95.19
-892.86,841.84,94.99
-841.84,841.84,94.83
-790.82,841.84,94.7
-739.8,841.84,94.63
-688.78,841.84,94.6
-637.76,841.84,94.61
-586.73,841.84,94.68
-535.71,841.84,94.8
-484.69,841.84,94.96
-433.67,841.84,95.17
-382.65,841.84,95.42
-331.63,841.84,95.71
-280.61,841.84,96.03
-229.59,841.84,96.39
-178.57,841.84,96.78
-127.55,841.84,97.18
-76.53,841.84,97.6
-25.51,841.84,98.03
25.51,841.84,98.47
76.53,841.84,98.9
127.55,841.84,99.32
178.57,841.84,99.72
229.59,841.84,100.11
280.61,841.84,100.47
331.63,841.84,100.79
382.65,841.84,101.09
